path,label
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\zigzag_ACW_0004.png,6
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\forked_MK_0002.png,9
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\spiky_DB_0003.png,4
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_DB_0014.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\pointy_SP_0002.png,13
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_DB_0013.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\bumpy_ACW_0002.png,5
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\spiral_DB_0012.png,7
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_ACW_0004.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_TM_0001.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\squiggly_ACW_0002.png,8
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curvy_JA_0001.png,3
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\bumpy_DB_0011.png,5
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_TM_0005.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\V-shaped_DB_0014.png,2
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\keyhole-shaped_DB_0013.png,0
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\squiggly_JM_0001.png,8
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\V-shaped_ACW_0001.png,2
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_DB_0014.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\spiral_DB_0011.png,7
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\pointy_TM_0002.png,13
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\pointy_JB_001.png,13
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\bumpy_SP_0001.png,5
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\bumpy_RY_0004.png,5
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_SP_0002.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\forked_ACW_0003.png,9
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\V-shaped_TM_0005.png,2
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\spiky_ACW_0003.png,4
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curvy_DB_0015.png,3
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_JB_001.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\zigzag_RY_0004.png,6
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_JB_001.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_DB_0013.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\forked_SP_0001.png,9
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\squiggly_MK_0001.png,8
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\forked_DB_0015.png,9
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\keyhole-shaped_DB_0015.png,0
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\V-shaped_DB_0010.png,2
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\bumpy_MK_0002.png,5
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\mushroom-shaped_FE_0009.png,12
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_DB_0012.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curvy_DB_0013.png,3
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\forked_ACW_0004.png,9
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_JM_0001.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curvy_RY_0001.png,3
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\forked_MK_0003.png,9
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_RY_0004.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\V-shaped_JA_0001.png,2
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curvy_ACW_0004.png,3
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\keyhole-shaped_DB_0014.png,0
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_JM_0001.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\spiky_JA_0001.png,4
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_SP_0001.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\squiggly_TM_0005.png,8
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_FE_0009.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_DB_0010.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_ACW_0004.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\V-shaped_MK_0002.png,2
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\V-shaped_ACW_0003.png,2
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_SP_0003.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_SP_0004.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_MK_0003.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curvy_FE_0009.png,3
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_MK_0001.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_DB_0014.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_JB_001.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_ACW_0003.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_DB_0013.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\spiky_SP_0001.png,4
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\bumpy_JB_001.png,5
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\V-shaped_JB_001.png,2
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\keyhole-shaped_ACW_0002.png,0
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\spiky_ACW_0004.png,4
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_DB_0011.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\forked_JS_0010.png,9
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\forked_DB_0011.png,9
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\bumpy_JM_0001.png,5
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\forked_DB_0014.png,9
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\bumpy_DB_0013.png,5
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curly_MK_0001.png,1
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_DB_0011.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\curvy_SP_0002.png,3
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\mushroom-shaped_ACW_0002.png,12
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\spiky_JB_001.png,4
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_DB_0010.png,11
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\folded_JA_0001.png,10
C:\Users\yangy\Documents\ComputerVision\AIVAS\shape_project\data\ShapesDataset\U-shaped_MK_0002.png,11
