path,label
D:\datasets\quickdraw\normal_images\hurricane_348.jpg,12
D:\datasets\quickdraw\normal_images\grass_392.jpg,1
D:\datasets\quickdraw\normal_images\paper clip_156.jpg,9
D:\datasets\quickdraw\normal_images\baseball_57.jpg,5
D:\datasets\quickdraw\normal_images\cloud_360.jpg,7
D:\datasets\quickdraw\normal_images\mushroom_360.jpg,2
D:\datasets\quickdraw\normal_images\nail_229.jpg,8
D:\datasets\quickdraw\normal_images\watermelon_117.jpg,0
D:\datasets\quickdraw\normal_images\paper clip_342.jpg,9
D:\datasets\quickdraw\normal_images\zigzag_282.jpg,13
D:\datasets\quickdraw\normal_images\ladder_16.jpg,14
D:\datasets\quickdraw\normal_images\ladder_366.jpg,14
D:\datasets\quickdraw\normal_images\ladder_271.jpg,14
D:\datasets\quickdraw\normal_images\zigzag_328.jpg,13
D:\datasets\quickdraw\normal_images\cloud_138.jpg,7
D:\datasets\quickdraw\normal_images\bush_341.jpg,3
D:\datasets\quickdraw\normal_images\grass_240.jpg,1
D:\datasets\quickdraw\normal_images\zigzag_381.jpg,13
D:\datasets\quickdraw\normal_images\basketball_411.jpg,10
D:\datasets\quickdraw\normal_images\watermelon_269.jpg,0
D:\datasets\quickdraw\normal_images\nail_78.jpg,8
D:\datasets\quickdraw\normal_images\mushroom_126.jpg,2
D:\datasets\quickdraw\normal_images\squiggle_254.jpg,6
D:\datasets\quickdraw\normal_images\squiggle_269.jpg,6
D:\datasets\quickdraw\normal_images\grass_265.jpg,1
D:\datasets\quickdraw\normal_images\ladder_195.jpg,14
D:\datasets\quickdraw\normal_images\bush_40.jpg,3
D:\datasets\quickdraw\normal_images\baseball_273.jpg,5
D:\datasets\quickdraw\normal_images\cloud_357.jpg,7
D:\datasets\quickdraw\normal_images\bush_213.jpg,3
D:\datasets\quickdraw\normal_images\watermelon_107.jpg,0
D:\datasets\quickdraw\normal_images\cloud_174.jpg,7
D:\datasets\quickdraw\normal_images\paper clip_429.jpg,9
D:\datasets\quickdraw\normal_images\hurricane_36.jpg,12
D:\datasets\quickdraw\normal_images\baseball_277.jpg,5
D:\datasets\quickdraw\normal_images\mushroom_102.jpg,2
D:\datasets\quickdraw\normal_images\bush_259.jpg,3
D:\datasets\quickdraw\normal_images\fork_226.jpg,4
D:\datasets\quickdraw\normal_images\baseball_260.jpg,5
D:\datasets\quickdraw\normal_images\rainbow_376.jpg,11
D:\datasets\quickdraw\normal_images\mushroom_73.jpg,2
D:\datasets\quickdraw\normal_images\baseball_450.jpg,5
D:\datasets\quickdraw\normal_images\cloud_393.jpg,7
D:\datasets\quickdraw\normal_images\zigzag_321.jpg,13
D:\datasets\quickdraw\normal_images\squiggle_17.jpg,6
D:\datasets\quickdraw\normal_images\paper clip_92.jpg,9
D:\datasets\quickdraw\normal_images\baseball_149.jpg,5
D:\datasets\quickdraw\normal_images\bush_400.jpg,3
D:\datasets\quickdraw\normal_images\ladder_267.jpg,14
D:\datasets\quickdraw\normal_images\cloud_186.jpg,7
D:\datasets\quickdraw\normal_images\hurricane_349.jpg,12
D:\datasets\quickdraw\normal_images\cloud_254.jpg,7
D:\datasets\quickdraw\normal_images\fork_141.jpg,4
D:\datasets\quickdraw\normal_images\bush_30.jpg,3
D:\datasets\quickdraw\normal_images\paper clip_471.jpg,9
D:\datasets\quickdraw\normal_images\hurricane_223.jpg,12
D:\datasets\quickdraw\normal_images\ladder_75.jpg,14
D:\datasets\quickdraw\normal_images\hurricane_295.jpg,12
D:\datasets\quickdraw\normal_images\zigzag_241.jpg,13
D:\datasets\quickdraw\normal_images\watermelon_60.jpg,0
D:\datasets\quickdraw\normal_images\baseball_190.jpg,5
D:\datasets\quickdraw\normal_images\baseball_95.jpg,5
D:\datasets\quickdraw\normal_images\hurricane_256.jpg,12
D:\datasets\quickdraw\normal_images\bush_299.jpg,3
D:\datasets\quickdraw\normal_images\bush_389.jpg,3
D:\datasets\quickdraw\normal_images\squiggle_31.jpg,6
D:\datasets\quickdraw\normal_images\zigzag_465.jpg,13
D:\datasets\quickdraw\normal_images\rainbow_125.jpg,11
D:\datasets\quickdraw\normal_images\rainbow_450.jpg,11
D:\datasets\quickdraw\normal_images\ladder_81.jpg,14
D:\datasets\quickdraw\normal_images\ladder_276.jpg,14
D:\datasets\quickdraw\normal_images\grass_425.jpg,1
D:\datasets\quickdraw\normal_images\ladder_411.jpg,14
D:\datasets\quickdraw\normal_images\paper clip_279.jpg,9
D:\datasets\quickdraw\normal_images\bush_331.jpg,3
D:\datasets\quickdraw\normal_images\fork_111.jpg,4
D:\datasets\quickdraw\normal_images\squiggle_253.jpg,6
D:\datasets\quickdraw\normal_images\squiggle_179.jpg,6
D:\datasets\quickdraw\normal_images\zigzag_404.jpg,13
D:\datasets\quickdraw\normal_images\mushroom_493.jpg,2
D:\datasets\quickdraw\normal_images\bush_105.jpg,3
D:\datasets\quickdraw\normal_images\grass_110.jpg,1
D:\datasets\quickdraw\normal_images\baseball_44.jpg,5
D:\datasets\quickdraw\normal_images\baseball_51.jpg,5
D:\datasets\quickdraw\normal_images\baseball_172.jpg,5
D:\datasets\quickdraw\normal_images\squiggle_102.jpg,6
D:\datasets\quickdraw\normal_images\grass_133.jpg,1
D:\datasets\quickdraw\normal_images\nail_62.jpg,8
D:\datasets\quickdraw\normal_images\paper clip_136.jpg,9
D:\datasets\quickdraw\normal_images\rainbow_28.jpg,11
D:\datasets\quickdraw\normal_images\nail_387.jpg,8
D:\datasets\quickdraw\normal_images\zigzag_458.jpg,13
D:\datasets\quickdraw\normal_images\mushroom_477.jpg,2
D:\datasets\quickdraw\normal_images\nail_448.jpg,8
D:\datasets\quickdraw\normal_images\cloud_161.jpg,7
D:\datasets\quickdraw\normal_images\fork_99.jpg,4
D:\datasets\quickdraw\normal_images\basketball_129.jpg,10
D:\datasets\quickdraw\normal_images\ladder_492.jpg,14
D:\datasets\quickdraw\normal_images\bush_267.jpg,3
D:\datasets\quickdraw\normal_images\cloud_323.jpg,7
D:\datasets\quickdraw\normal_images\baseball_290.jpg,5
D:\datasets\quickdraw\normal_images\fork_344.jpg,4
D:\datasets\quickdraw\normal_images\cloud_236.jpg,7
D:\datasets\quickdraw\normal_images\nail_15.jpg,8
D:\datasets\quickdraw\normal_images\nail_252.jpg,8
D:\datasets\quickdraw\normal_images\basketball_445.jpg,10
D:\datasets\quickdraw\normal_images\bush_188.jpg,3
D:\datasets\quickdraw\normal_images\bush_317.jpg,3
D:\datasets\quickdraw\normal_images\baseball_379.jpg,5
D:\datasets\quickdraw\normal_images\fork_345.jpg,4
D:\datasets\quickdraw\normal_images\hurricane_123.jpg,12
D:\datasets\quickdraw\normal_images\mushroom_199.jpg,2
D:\datasets\quickdraw\normal_images\cloud_312.jpg,7
D:\datasets\quickdraw\normal_images\mushroom_372.jpg,2
D:\datasets\quickdraw\normal_images\squiggle_422.jpg,6
D:\datasets\quickdraw\normal_images\rainbow_34.jpg,11
D:\datasets\quickdraw\normal_images\nail_172.jpg,8
D:\datasets\quickdraw\normal_images\mushroom_257.jpg,2
D:\datasets\quickdraw\normal_images\ladder_242.jpg,14
D:\datasets\quickdraw\normal_images\grass_50.jpg,1
D:\datasets\quickdraw\normal_images\cloud_31.jpg,7
D:\datasets\quickdraw\normal_images\baseball_475.jpg,5
D:\datasets\quickdraw\normal_images\basketball_62.jpg,10
D:\datasets\quickdraw\normal_images\grass_262.jpg,1
D:\datasets\quickdraw\normal_images\squiggle_113.jpg,6
D:\datasets\quickdraw\normal_images\paper clip_315.jpg,9
D:\datasets\quickdraw\normal_images\paper clip_446.jpg,9
D:\datasets\quickdraw\normal_images\bush_196.jpg,3
D:\datasets\quickdraw\normal_images\bush_80.jpg,3
D:\datasets\quickdraw\normal_images\nail_147.jpg,8
D:\datasets\quickdraw\normal_images\baseball_435.jpg,5
D:\datasets\quickdraw\normal_images\fork_87.jpg,4
D:\datasets\quickdraw\normal_images\ladder_42.jpg,14
D:\datasets\quickdraw\normal_images\rainbow_297.jpg,11
D:\datasets\quickdraw\normal_images\rainbow_419.jpg,11
D:\datasets\quickdraw\normal_images\baseball_80.jpg,5
D:\datasets\quickdraw\normal_images\nail_232.jpg,8
D:\datasets\quickdraw\normal_images\hurricane_182.jpg,12
D:\datasets\quickdraw\normal_images\basketball_55.jpg,10
D:\datasets\quickdraw\normal_images\fork_112.jpg,4
D:\datasets\quickdraw\normal_images\grass_52.jpg,1
D:\datasets\quickdraw\normal_images\ladder_311.jpg,14
D:\datasets\quickdraw\normal_images\rainbow_255.jpg,11
D:\datasets\quickdraw\normal_images\zigzag_263.jpg,13
D:\datasets\quickdraw\normal_images\baseball_446.jpg,5
D:\datasets\quickdraw\normal_images\grass_163.jpg,1
D:\datasets\quickdraw\normal_images\fork_352.jpg,4
D:\datasets\quickdraw\normal_images\watermelon_455.jpg,0
D:\datasets\quickdraw\normal_images\baseball_360.jpg,5
D:\datasets\quickdraw\normal_images\zigzag_448.jpg,13
D:\datasets\quickdraw\normal_images\fork_476.jpg,4
D:\datasets\quickdraw\normal_images\basketball_248.jpg,10
D:\datasets\quickdraw\normal_images\nail_334.jpg,8
D:\datasets\quickdraw\normal_images\cloud_481.jpg,7
D:\datasets\quickdraw\normal_images\squiggle_231.jpg,6
D:\datasets\quickdraw\normal_images\baseball_367.jpg,5
D:\datasets\quickdraw\normal_images\basketball_359.jpg,10
D:\datasets\quickdraw\normal_images\hurricane_153.jpg,12
D:\datasets\quickdraw\normal_images\hurricane_411.jpg,12
D:\datasets\quickdraw\normal_images\zigzag_225.jpg,13
D:\datasets\quickdraw\normal_images\hurricane_243.jpg,12
D:\datasets\quickdraw\normal_images\nail_214.jpg,8
D:\datasets\quickdraw\normal_images\cloud_398.jpg,7
D:\datasets\quickdraw\normal_images\basketball_85.jpg,10
D:\datasets\quickdraw\normal_images\basketball_465.jpg,10
D:\datasets\quickdraw\normal_images\fork_204.jpg,4
D:\datasets\quickdraw\normal_images\basketball_137.jpg,10
D:\datasets\quickdraw\normal_images\fork_452.jpg,4
D:\datasets\quickdraw\normal_images\basketball_63.jpg,10
D:\datasets\quickdraw\normal_images\ladder_155.jpg,14
D:\datasets\quickdraw\normal_images\nail_209.jpg,8
D:\datasets\quickdraw\normal_images\bush_282.jpg,3
D:\datasets\quickdraw\normal_images\nail_418.jpg,8
D:\datasets\quickdraw\normal_images\grass_340.jpg,1
D:\datasets\quickdraw\normal_images\baseball_169.jpg,5
D:\datasets\quickdraw\normal_images\zigzag_494.jpg,13
D:\datasets\quickdraw\normal_images\zigzag_317.jpg,13
D:\datasets\quickdraw\normal_images\hurricane_2.jpg,12
D:\datasets\quickdraw\normal_images\paper clip_330.jpg,9
D:\datasets\quickdraw\normal_images\cloud_126.jpg,7
D:\datasets\quickdraw\normal_images\bush_123.jpg,3
D:\datasets\quickdraw\normal_images\basketball_313.jpg,10
D:\datasets\quickdraw\normal_images\grass_140.jpg,1
D:\datasets\quickdraw\normal_images\watermelon_400.jpg,0
D:\datasets\quickdraw\normal_images\nail_201.jpg,8
D:\datasets\quickdraw\normal_images\baseball_199.jpg,5
D:\datasets\quickdraw\normal_images\zigzag_266.jpg,13
D:\datasets\quickdraw\normal_images\hurricane_222.jpg,12
D:\datasets\quickdraw\normal_images\squiggle_437.jpg,6
D:\datasets\quickdraw\normal_images\watermelon_442.jpg,0
D:\datasets\quickdraw\normal_images\grass_148.jpg,1
D:\datasets\quickdraw\normal_images\nail_335.jpg,8
D:\datasets\quickdraw\normal_images\mushroom_403.jpg,2
D:\datasets\quickdraw\normal_images\baseball_424.jpg,5
D:\datasets\quickdraw\normal_images\nail_428.jpg,8
D:\datasets\quickdraw\normal_images\grass_45.jpg,1
D:\datasets\quickdraw\normal_images\paper clip_29.jpg,9
D:\datasets\quickdraw\normal_images\squiggle_489.jpg,6
D:\datasets\quickdraw\normal_images\cloud_224.jpg,7
D:\datasets\quickdraw\normal_images\rainbow_212.jpg,11
D:\datasets\quickdraw\normal_images\fork_358.jpg,4
D:\datasets\quickdraw\normal_images\squiggle_114.jpg,6
D:\datasets\quickdraw\normal_images\basketball_286.jpg,10
D:\datasets\quickdraw\normal_images\squiggle_419.jpg,6
D:\datasets\quickdraw\normal_images\grass_343.jpg,1
D:\datasets\quickdraw\normal_images\watermelon_251.jpg,0
D:\datasets\quickdraw\normal_images\zigzag_91.jpg,13
D:\datasets\quickdraw\normal_images\nail_494.jpg,8
D:\datasets\quickdraw\normal_images\squiggle_233.jpg,6
D:\datasets\quickdraw\normal_images\basketball_482.jpg,10
D:\datasets\quickdraw\normal_images\basketball_104.jpg,10
D:\datasets\quickdraw\normal_images\mushroom_28.jpg,2
D:\datasets\quickdraw\normal_images\hurricane_162.jpg,12
D:\datasets\quickdraw\normal_images\mushroom_206.jpg,2
D:\datasets\quickdraw\normal_images\fork_364.jpg,4
D:\datasets\quickdraw\normal_images\basketball_342.jpg,10
D:\datasets\quickdraw\normal_images\mushroom_473.jpg,2
D:\datasets\quickdraw\normal_images\zigzag_480.jpg,13
D:\datasets\quickdraw\normal_images\cloud_243.jpg,7
D:\datasets\quickdraw\normal_images\ladder_342.jpg,14
D:\datasets\quickdraw\normal_images\mushroom_168.jpg,2
D:\datasets\quickdraw\normal_images\watermelon_417.jpg,0
D:\datasets\quickdraw\normal_images\watermelon_374.jpg,0
D:\datasets\quickdraw\normal_images\watermelon_98.jpg,0
D:\datasets\quickdraw\normal_images\paper clip_344.jpg,9
D:\datasets\quickdraw\normal_images\cloud_195.jpg,7
D:\datasets\quickdraw\normal_images\baseball_139.jpg,5
D:\datasets\quickdraw\normal_images\nail_332.jpg,8
D:\datasets\quickdraw\normal_images\nail_388.jpg,8
D:\datasets\quickdraw\normal_images\fork_46.jpg,4
D:\datasets\quickdraw\normal_images\baseball_465.jpg,5
D:\datasets\quickdraw\normal_images\grass_456.jpg,1
D:\datasets\quickdraw\normal_images\nail_63.jpg,8
D:\datasets\quickdraw\normal_images\squiggle_80.jpg,6
D:\datasets\quickdraw\normal_images\rainbow_155.jpg,11
D:\datasets\quickdraw\normal_images\baseball_405.jpg,5
D:\datasets\quickdraw\normal_images\mushroom_393.jpg,2
D:\datasets\quickdraw\normal_images\zigzag_17.jpg,13
D:\datasets\quickdraw\normal_images\nail_53.jpg,8
D:\datasets\quickdraw\normal_images\bush_135.jpg,3
D:\datasets\quickdraw\normal_images\rainbow_324.jpg,11
D:\datasets\quickdraw\normal_images\ladder_361.jpg,14
D:\datasets\quickdraw\normal_images\rainbow_283.jpg,11
D:\datasets\quickdraw\normal_images\basketball_69.jpg,10
D:\datasets\quickdraw\normal_images\zigzag_354.jpg,13
D:\datasets\quickdraw\normal_images\grass_472.jpg,1
D:\datasets\quickdraw\normal_images\basketball_190.jpg,10
D:\datasets\quickdraw\normal_images\paper clip_426.jpg,9
D:\datasets\quickdraw\normal_images\mushroom_304.jpg,2
D:\datasets\quickdraw\normal_images\paper clip_113.jpg,9
D:\datasets\quickdraw\normal_images\bush_166.jpg,3
D:\datasets\quickdraw\normal_images\watermelon_181.jpg,0
D:\datasets\quickdraw\normal_images\rainbow_384.jpg,11
D:\datasets\quickdraw\normal_images\basketball_356.jpg,10
D:\datasets\quickdraw\normal_images\paper clip_282.jpg,9
D:\datasets\quickdraw\normal_images\squiggle_400.jpg,6
D:\datasets\quickdraw\normal_images\rainbow_6.jpg,11
D:\datasets\quickdraw\normal_images\watermelon_16.jpg,0
D:\datasets\quickdraw\normal_images\fork_450.jpg,4
D:\datasets\quickdraw\normal_images\watermelon_10.jpg,0
D:\datasets\quickdraw\normal_images\mushroom_326.jpg,2
D:\datasets\quickdraw\normal_images\baseball_164.jpg,5
D:\datasets\quickdraw\normal_images\squiggle_294.jpg,6
D:\datasets\quickdraw\normal_images\watermelon_90.jpg,0
D:\datasets\quickdraw\normal_images\cloud_375.jpg,7
D:\datasets\quickdraw\normal_images\watermelon_104.jpg,0
D:\datasets\quickdraw\normal_images\paper clip_214.jpg,9
D:\datasets\quickdraw\normal_images\paper clip_316.jpg,9
D:\datasets\quickdraw\normal_images\squiggle_300.jpg,6
D:\datasets\quickdraw\normal_images\cloud_339.jpg,7
D:\datasets\quickdraw\normal_images\basketball_376.jpg,10
D:\datasets\quickdraw\normal_images\squiggle_492.jpg,6
D:\datasets\quickdraw\normal_images\nail_210.jpg,8
D:\datasets\quickdraw\normal_images\zigzag_35.jpg,13
D:\datasets\quickdraw\normal_images\mushroom_14.jpg,2
D:\datasets\quickdraw\normal_images\hurricane_38.jpg,12
