path,label
D:\datasets\shape_dataset\square_triangle\train_data\square_23.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_120.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_151.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_116.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_96.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_148.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_157.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_65.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_82.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_21.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_28.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_183.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_54.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_185.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_157.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_115.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_150.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_133.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_13.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_17.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_1.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_121.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_91.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_43.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_4.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_89.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_194.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_15.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_140.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_203.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_68.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_141.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_115.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_122.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_130.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_139.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_8.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_174.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_126.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_181.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_142.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_95.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_77.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_95.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_71.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_122.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_77.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_163.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_35.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_112.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_64.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_42.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_58.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_147.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_66.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_159.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_49.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_146.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_36.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_74.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_73.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_11.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_62.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_100.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_12.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_25.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_107.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_75.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_10.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_21.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_162.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_143.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_51.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_26.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_169.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_37.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_27.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_1.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_166.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_123.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_6.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_140.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_75.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_46.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_10.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_175.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_5.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_152.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_136.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_98.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_49.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_56.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_117.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_106.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_161.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_153.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_57.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_103.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_90.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_124.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_23.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_158.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_137.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_88.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_50.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_155.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_72.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_41.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_52.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_69.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_72.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_3.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_92.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_112.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_148.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_68.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_156.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_123.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_3.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_2.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_128.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_2.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_189.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_55.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_104.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_85.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_81.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_86.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_48.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_105.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_42.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_108.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_133.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_135.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_119.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_30.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_144.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_164.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_32.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_93.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_186.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_0.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_159.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_197.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_51.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_20.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_160.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_200.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_120.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_156.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_188.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_5.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_141.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_109.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_37.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_146.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_127.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_118.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_33.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_111.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_145.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_38.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_107.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_30.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_18.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_131.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_71.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_80.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_152.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_125.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_67.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_132.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_155.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_39.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_40.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_16.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_131.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_44.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_80.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_142.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_43.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_143.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_94.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_110.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_163.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_193.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_172.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_114.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_117.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_78.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_144.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_149.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_39.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_97.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_171.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_61.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_116.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_15.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_24.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_136.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_126.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\square_28.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_110.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_87.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_79.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_25.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_53.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_105.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_50.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\triangle_9.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_99.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_191.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_46.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_129.jpg,1
D:\datasets\shape_dataset\square_triangle\train_data\square_104.jpg,0
D:\datasets\shape_dataset\square_triangle\train_data\triangle_93.jpg,1
